      t(s)           distancia            ln(d/d0)           lambda(t)
 43.530000            0.029299           -1.227617           -0.028202
 43.540000            0.028539           -1.253889           -0.028799
 43.550000            0.027715           -1.283181           -0.029465
 43.560000            0.026831           -1.315615           -0.030202
 43.570000            0.025890           -1.351318           -0.031015
 43.580000            0.024896           -1.390448           -0.031906
 43.590000            0.023853           -1.433279           -0.032881
 43.600000            0.022766           -1.479886           -0.033942
 43.610000            0.021640           -1.530616           -0.035098
 43.620000            0.020482           -1.585645           -0.036351
 43.630000            0.019295           -1.645332           -0.037711
 43.640000            0.018088           -1.709894           -0.039182
 43.650000            0.016870           -1.779641           -0.040771
 43.660000            0.015647           -1.854883           -0.042485
 43.670000            0.014432           -1.935733           -0.044326
 43.680000            0.013237           -2.022140           -0.046294
 43.690000            0.012077           -2.113861           -0.048383
 43.700000            0.010974           -2.209648           -0.050564
 43.710000            0.009952           -2.307397           -0.052789
 43.720000            0.009043           -2.403164           -0.054967
 43.730000            0.008288           -2.490400           -0.056949
 43.740000            0.007730           -2.560038           -0.058529
 43.750000            0.007409           -2.602517           -0.059486
 43.760000            0.007347           -2.610886           -0.059664
 43.770000            0.007539           -2.585098           -0.059061
 43.780000            0.007955           -2.531337           -0.057819
 43.790000            0.008548           -2.459495           -0.056166
 43.800000            0.009266           -2.378823           -0.054311
 43.810000            0.010067           -2.295899           -0.052406
 43.820000            0.010919           -2.214692           -0.050541
 43.830000            0.011793           -2.137624           -0.048771
 43.840000            0.012670           -2.065897           -0.047124
 43.850000            0.013535           -1.999861           -0.045607
 43.860000            0.014376           -1.939621           -0.044223
 43.870000            0.015182           -1.885090           -0.042970
 43.880000            0.015949           -1.835774           -0.041836
 43.890000            0.016667           -1.791747           -0.040824
 43.900000            0.017334           -1.752503           -0.039920
 43.910000            0.017945           -1.717877           -0.039123
 43.920000            0.018496           -1.687603           -0.038424
 43.930000            0.018984           -1.661555           -0.037823
 43.940000            0.019409           -1.639437           -0.037311
 43.950000            0.019767           -1.621140           -0.036886
 43.960000            0.020059           -1.606514           -0.036545
 43.970000            0.020279           -1.595564           -0.036288
 43.980000            0.020432           -1.588052           -0.036109
 43.990000            0.020516           -1.583964           -0.036007
 44.000000            0.020529           -1.583319           -0.035985
 44.010000            0.020473           -1.586072           -0.036039
 44.020000            0.020350           -1.592109           -0.036168
 44.030000            0.020159           -1.601542           -0.036374
 44.040000            0.019902           -1.614368           -0.036657
 44.050000            0.019579           -1.630719           -0.037020
 44.060000            0.019194           -1.650549           -0.037461
 44.070000            0.018750           -1.674003           -0.037985
 44.080000            0.018246           -1.701198           -0.038593
 44.090000            0.017689           -1.732213           -0.039288
 44.100000            0.017080           -1.767270           -0.040074
 44.110000            0.016421           -1.806602           -0.040957
 44.120000            0.015719           -1.850277           -0.041937
 44.130000            0.014977           -1.898650           -0.043024
 44.140000            0.014200           -1.951904           -0.044221
 44.150000            0.013393           -2.010413           -0.045536
 44.160000            0.012564           -2.074315           -0.046973
 44.170000            0.011720           -2.143900           -0.048537
 44.180000            0.010868           -2.219308           -0.050233
 44.190000            0.010023           -2.300298           -0.052055
 44.200000            0.009194           -2.386624           -0.053996
 44.210000            0.008402           -2.476739           -0.056022
 44.220000            0.007665           -2.568531           -0.058085
 44.230000            0.007013           -2.657344           -0.060080
 44.240000            0.006477           -2.736872           -0.061864
 44.250000            0.006095           -2.797659           -0.063224
 44.260000            0.005897           -2.830649           -0.063955
 44.270000            0.005902           -2.829876           -0.063923
 44.280000            0.006104           -2.796145           -0.063147
 44.290000            0.006479           -2.736627           -0.061789
 44.300000            0.006989           -2.660775           -0.060063
 44.310000            0.007601           -2.576865           -0.058155
 44.320000            0.008277           -2.491705           -0.056221
 44.330000            0.008995           -2.408556           -0.054332
 44.340000            0.009731           -2.329861           -0.052545
 44.350000            0.010471           -2.256601           -0.050882
 44.360000            0.011201           -2.189195           -0.049351
 44.370000            0.011911           -2.127675           -0.047953
 44.380000            0.012597           -2.071677           -0.046680
 44.390000            0.013248           -2.021315           -0.045535
 44.400000            0.013860           -1.976137           -0.044508
 44.410000            0.014429           -1.935903           -0.043592
 44.420000            0.014950           -1.900432           -0.042783
 44.430000            0.015421           -1.869441           -0.042076
 44.440000            0.015837           -1.842844           -0.041468
 44.450000            0.016196           -1.820376           -0.040953
 44.460000            0.016497           -1.801993           -0.040531
 44.470000            0.016738           -1.787497           -0.040196
 44.480000            0.016917           -1.776859           -0.039947
 44.490000            0.017034           -1.769976           -0.039784
 44.500000            0.017087           -1.766830           -0.039704
 44.510000            0.017078           -1.767387           -0.039708
 44.520000            0.017003           -1.771769           -0.039797
 44.530000            0.016866           -1.779897           -0.039971
 44.540000            0.016665           -1.791847           -0.040230
 44.550000            0.016402           -1.807740           -0.040578
 44.560000            0.016081           -1.827541           -0.041013
 44.570000            0.015699           -1.851583           -0.041543
 44.580000            0.015261           -1.879900           -0.042169
 44.590000            0.014768           -1.912728           -0.042896
 44.600000            0.014225           -1.950199           -0.043726
 44.610000            0.013633           -1.992640           -0.044668
 44.620000            0.013001           -2.040153           -0.045723
 44.630000            0.012329           -2.093184           -0.046901
 44.640000            0.011627           -2.151824           -0.048204
 44.650000            0.010903           -2.216156           -0.049634
 44.660000            0.010165           -2.286224           -0.051192
 44.670000            0.009427           -2.361624           -0.052868
 44.680000            0.008708           -2.440968           -0.054632
 44.690000            0.008026           -2.522514           -0.056445
 44.700000            0.007413           -2.601945           -0.058209
 44.710000            0.006902           -2.673309           -0.059792
 44.720000            0.006536           -2.727788           -0.060997
 44.730000            0.006352           -2.756346           -0.061622
 44.740000            0.006380           -2.752000           -0.061511
 44.750000            0.006623           -2.714627           -0.060662
 44.760000            0.007069           -2.649431           -0.059192
 44.770000            0.007683           -2.566160           -0.057319
 44.780000            0.008429           -2.473487           -0.055236
 44.790000            0.009274           -2.377972           -0.053092
 44.800000            0.010190           -2.283769           -0.050977
 44.810000            0.011154           -2.193409           -0.048949
 44.820000            0.012147           -2.108064           -0.047034
 44.830000            0.013160           -2.027998           -0.045238
 44.840000            0.014176           -1.953626           -0.043569
 44.850000            0.015189           -1.884598           -0.042020
 44.860000            0.016191           -1.820734           -0.040587
 44.870000            0.017172           -1.761903           -0.039267
 44.880000            0.018129           -1.707679           -0.038050
 44.890000            0.019057           -1.657758           -0.036929
 44.900000            0.019949           -1.611967           -0.035901
 44.910000            0.020803           -1.570069           -0.034960
 44.920000            0.021615           -1.531802           -0.034101
 44.930000            0.022378           -1.497106           -0.033321
 44.940000            0.023091           -1.465709           -0.032615
 44.950000            0.023753           -1.437477           -0.031979
 44.960000            0.024357           -1.412344           -0.031413
 44.970000            0.024905           -1.390117           -0.030912
 44.980000            0.025391           -1.370784           -0.030475
 44.990000            0.025816           -1.354195           -0.030100
 45.000000            0.026176           -1.340337           -0.029785
 45.010000            0.026470           -1.329142           -0.029530
 45.020000            0.026699           -1.320530           -0.029332
 45.030000            0.026861           -1.314509           -0.029192
 45.040000            0.026953           -1.311068           -0.029109
 45.050000            0.026977           -1.310185           -0.029083
 45.060000            0.026932           -1.311849           -0.029113
 45.070000            0.026820           -1.316037           -0.029200
 45.080000            0.026638           -1.322850           -0.029344
 45.090000            0.026389           -1.332230           -0.029546
 45.100000            0.026072           -1.344321           -0.029808
 45.110000            0.025690           -1.359064           -0.030128
 45.120000            0.025244           -1.376600           -0.030510
 45.130000            0.024734           -1.396998           -0.030955
 45.140000            0.024164           -1.420287           -0.031464
 45.150000            0.023535           -1.446696           -0.032042
 45.160000            0.022850           -1.476238           -0.032689
 45.170000            0.022111           -1.509096           -0.033409
 45.180000            0.021321           -1.545462           -0.034207
 45.190000            0.020485           -1.585498           -0.035085
 45.200000            0.019604           -1.629429           -0.036049
 45.210000            0.018685           -1.677455           -0.037104
 45.220000            0.017730           -1.729921           -0.038256
 45.230000            0.016747           -1.786969           -0.039508
 45.240000            0.015740           -1.848987           -0.040871
 45.250000            0.014716           -1.916261           -0.042348
 45.260000            0.013684           -1.988967           -0.043945
 45.270000            0.012653           -2.067256           -0.045665
 45.280000            0.011637           -2.150957           -0.047503
 45.290000            0.010649           -2.239731           -0.049453
 45.300000            0.009710           -2.332033           -0.051480
 45.310000            0.008844           -2.425443           -0.053530
 45.320000            0.008084           -2.515267           -0.055500
 45.330000            0.007468           -2.594572           -0.057237
 45.340000            0.007038           -2.653869           -0.058533
 45.350000            0.006829           -2.683981           -0.059184
 45.360000            0.006860           -2.679487           -0.059072
 45.370000            0.007123           -2.641800           -0.058228
 45.380000            0.007587           -2.578771           -0.056826
 45.390000            0.008209           -2.499929           -0.055077
 45.400000            0.008948           -2.413776           -0.053167
 45.410000            0.009763           -2.326563           -0.051235
 45.420000            0.010628           -2.241665           -0.049354
 45.430000            0.011519           -2.161168           -0.047571
 45.440000            0.012419           -2.085924           -0.045905
 45.450000            0.013315           -2.016309           -0.044363
 45.460000            0.014196           -1.952220           -0.042944
 45.470000            0.015054           -1.893524           -0.041643
 45.480000            0.015881           -1.840020           -0.040458
 45.490000            0.016672           -1.791421           -0.039381
 45.500000            0.017423           -1.747363           -0.038404
 45.510000            0.018129           -1.707682           -0.037523
 45.520000            0.018786           -1.672034           -0.036732
 45.530000            0.019392           -1.640305           -0.036027
 45.540000            0.019944           -1.612264           -0.035403
 45.550000            0.020439           -1.587714           -0.034857
 45.560000            0.020877           -1.566512           -0.034384
 45.570000            0.021254           -1.548617           -0.033983
 45.580000            0.021571           -1.533832           -0.033651
 45.590000            0.021826           -1.522088           -0.033386
 45.600000            0.022019           -1.513287           -0.033186
 45.610000            0.022148           -1.507416           -0.033050
 45.620000            0.022215           -1.504382           -0.032976
 45.630000            0.022219           -1.504214           -0.032965
 45.640000            0.022161           -1.506825           -0.033015
 45.650000            0.022042           -1.512242           -0.033127
 45.660000            0.021860           -1.520514           -0.033301
 45.670000            0.021619           -1.531576           -0.033536
 45.680000            0.021320           -1.545520           -0.033834
 45.690000            0.020965           -1.562328           -0.034194
 45.700000            0.020553           -1.582186           -0.034621
 45.710000            0.020088           -1.605023           -0.035113
 45.720000            0.019574           -1.630988           -0.035673
 45.730000            0.019009           -1.660251           -0.036306
 45.740000            0.018400           -1.692796           -0.037009
 45.750000            0.017748           -1.728919           -0.037791
 45.760000            0.017056           -1.768671           -0.038651
 45.770000            0.016327           -1.812358           -0.039597
 45.780000            0.015567           -1.860039           -0.040630
 45.790000            0.014778           -1.912058           -0.041757
 45.800000            0.013964           -1.968715           -0.042985
 45.810000            0.013131           -2.030179           -0.044317
 45.820000            0.012286           -2.096729           -0.045760
 45.830000            0.011431           -2.168808           -0.047323
 45.840000            0.010577           -2.246532           -0.049008
 45.850000            0.009729           -2.330064           -0.050819
 45.860000            0.008900           -2.419164           -0.052751
 45.870000            0.008101           -2.513122           -0.054788
 45.880000            0.007348           -2.610714           -0.056903
 45.890000            0.006661           -2.708863           -0.059029
 45.900000            0.006064           -2.802722           -0.061061
 45.910000            0.005588           -2.884587           -0.062831
 45.920000            0.005260           -2.945095           -0.064135
 45.930000            0.005103           -2.975247           -0.064778
 45.940000            0.005127           -2.970597           -0.064663
 45.950000            0.005319           -2.933793           -0.063848
 45.960000            0.005650           -2.873586           -0.062524
 45.970000            0.006086           -2.799209           -0.060892
 45.980000            0.006593           -2.719233           -0.059139
 45.990000            0.007141           -2.639249           -0.057387
 46.000000            0.007713           -2.562232           -0.055701
 46.010000            0.008288           -2.490304           -0.054125
 46.020000            0.008858           -2.423901           -0.052671
 46.030000            0.009408           -2.363557           -0.051348
 46.040000            0.009935           -2.309113           -0.050155
 46.050000            0.010430           -2.260514           -0.049088
 46.060000            0.010889           -2.217405           -0.048142
 46.070000            0.011308           -2.179652           -0.047312
 46.080000            0.011684           -2.146979           -0.046592
 46.090000            0.012015           -2.119049           -0.045976
 46.100000            0.012297           -2.095805           -0.045462
 46.110000            0.012530           -2.077024           -0.045045
 46.120000            0.012713           -2.062563           -0.044722
 46.130000            0.012842           -2.052441           -0.044493
 46.140000            0.012920           -2.046403           -0.044352
 46.150000            0.012945           -2.044457           -0.044300
 46.160000            0.012916           -2.046669           -0.044339
 46.170000            0.012836           -2.052911           -0.044464
 46.180000            0.012704           -2.063244           -0.044678
 46.190000            0.012521           -2.077791           -0.044984
 46.200000            0.012287           -2.096628           -0.045382
 46.210000            0.012004           -2.119962           -0.045877
 46.220000            0.011675           -2.147701           -0.046467
 46.230000            0.011302           -2.180166           -0.047159
 46.240000            0.010887           -2.217584           -0.047958
 46.250000            0.010434           -2.260094           -0.048867
 46.260000            0.009946           -2.307999           -0.049892
 46.270000            0.009428           -2.361519           -0.051038
 46.280000            0.008885           -2.420777           -0.052307
 46.290000            0.008326           -2.485780           -0.053700
 46.300000            0.007756           -2.556742           -0.055221
 46.310000            0.007189           -2.632660           -0.056849
 46.320000            0.006637           -2.712528           -0.058561
 46.330000            0.006119           -2.793780           -0.060302
 46.340000            0.005658           -2.872136           -0.061980
 46.350000            0.005283           -2.940582           -0.063443
 46.360000            0.005026           -2.990630           -0.064509
 46.370000            0.004915           -3.012941           -0.064976
 46.380000            0.004969           -3.001883           -0.064724
 46.390000            0.005190           -2.958504           -0.063775
 46.400000            0.005558           -2.889891           -0.062282
 46.410000            0.006051           -2.805000           -0.060440
 46.420000            0.006638           -2.712355           -0.058431
 46.430000            0.007295           -2.617942           -0.056385
 46.440000            0.007999           -2.525854           -0.054390
 46.450000            0.008736           -2.437675           -0.052480
 46.460000            0.009491           -2.354862           -0.050686
 46.470000            0.010255           -2.277444           -0.049009
 46.480000            0.011017           -2.205755           -0.047456
 46.490000            0.011771           -2.139544           -0.046022
 46.500000            0.012513           -2.078425           -0.044697
 46.510000            0.013234           -2.022366           -0.043482
 46.520000            0.013933           -1.970912           -0.042367
 46.530000            0.014603           -1.923936           -0.041348
 46.540000            0.015242           -1.881147           -0.040420
 46.550000            0.015845           -1.842332           -0.039577
 46.560000            0.016411           -1.807198           -0.038814
 46.570000            0.016936           -1.775722           -0.038130
 46.580000            0.017418           -1.747691           -0.037520
 46.590000            0.017854           -1.722965           -0.036981
 46.600000            0.018243           -1.701403           -0.036511
 46.610000            0.018582           -1.682977           -0.036108
 46.620000            0.018870           -1.667582           -0.035770
 46.630000            0.019105           -1.655195           -0.035496
 46.640000            0.019289           -1.645657           -0.035284
 46.650000            0.019416           -1.639047           -0.035135
 46.660000            0.019490           -1.635253           -0.035046
 46.670000            0.019507           -1.634397           -0.035020
 46.680000            0.019469           -1.636364           -0.035055
 46.690000            0.019374           -1.641220           -0.035151
 46.700000            0.019224           -1.649001           -0.035311
 46.710000            0.019019           -1.659722           -0.035532
 46.720000            0.018759           -1.673511           -0.035820
 46.730000            0.018446           -1.690327           -0.036172
 46.740000            0.018080           -1.710363           -0.036593
 46.750000            0.017663           -1.733680           -0.037084
 46.760000            0.017197           -1.760422           -0.037648
 46.770000            0.016682           -1.790814           -0.038290
 46.780000            0.016123           -1.824903           -0.039010
 46.790000            0.015521           -1.862996           -0.039816
 46.800000            0.014879           -1.905223           -0.040710
 46.810000            0.014201           -1.951867           -0.041698
 46.820000            0.013490           -2.003200           -0.042785
 46.830000            0.012751           -2.059537           -0.043979
 46.840000            0.011991           -2.120993           -0.045282
 46.850000            0.011214           -2.187990           -0.046702
 46.860000            0.010429           -2.260555           -0.048241
 46.870000            0.009647           -2.338574           -0.049895
 46.880000            0.008878           -2.421613           -0.051656
 46.890000            0.008140           -2.508409           -0.053496
 46.900000            0.007452           -2.596712           -0.055367
 46.910000            0.006841           -2.682280           -0.057179
 46.920000            0.006343           -2.757866           -0.058778
 46.930000            0.005990           -2.815119           -0.059985
 46.940000            0.005818           -2.844243           -0.060593
 46.950000            0.005845           -2.839580           -0.060481
 46.960000            0.006073           -2.801270           -0.059652
 46.970000            0.006478           -2.736705           -0.058265
 46.980000            0.007028           -2.655331           -0.056520
 46.990000            0.007687           -2.565610           -0.054599
 47.000000            0.008423           -2.474183           -0.052642
 47.010000            0.009213           -2.384543           -0.050724
 47.020000            0.010036           -2.299003           -0.048894
 47.030000            0.010875           -2.218665           -0.047176
 47.040000            0.011722           -2.143743           -0.045573
 47.050000            0.012564           -2.074327           -0.044088
 47.060000            0.013395           -2.010313           -0.042718
 47.070000            0.014208           -1.951334           -0.041456
 47.080000            0.014997           -1.897317           -0.040300
 47.090000            0.015759           -1.847778           -0.039239
 47.100000            0.016488           -1.802516           -0.038270
 47.110000            0.017183           -1.761258           -0.037386
 47.120000            0.017837           -1.723884           -0.036585
 47.130000            0.018451           -1.690052           -0.035859
 47.140000            0.019019           -1.659714           -0.035208
 47.150000            0.019542           -1.632618           -0.034626
 47.160000            0.020017           -1.608582           -0.034109
 47.170000            0.020442           -1.587590           -0.033657
 47.180000            0.020814           -1.569560           -0.033267
 47.190000            0.021133           -1.554314           -0.032937
 47.200000            0.021400           -1.541776           -0.032665
 47.210000            0.021612           -1.531907           -0.032449
 47.220000            0.021768           -1.524727           -0.032290
 47.230000            0.021869           -1.520090           -0.032185
 47.240000            0.021914           -1.518059           -0.032135
 47.250000            0.021903           -1.518528           -0.032138
 47.260000            0.021838           -1.521504           -0.032194
 47.270000            0.021717           -1.527056           -0.032305
 47.280000            0.021543           -1.535138           -0.032469
 47.290000            0.021314           -1.545807           -0.032688
 47.300000            0.021033           -1.559058           -0.032961
 47.310000            0.020702           -1.574944           -0.033290
 47.320000            0.020320           -1.593579           -0.033677
 47.330000            0.019890           -1.614977           -0.034122
 47.340000            0.019414           -1.639188           -0.034626
 47.350000            0.018892           -1.666411           -0.035193
 47.360000            0.018330           -1.696648           -0.035824
 47.370000            0.017728           -1.730000           -0.036521
 47.380000            0.017088           -1.766814           -0.037290
 47.390000            0.016414           -1.807039           -0.038131
 47.400000            0.015709           -1.850930           -0.039049
 47.410000            0.014976           -1.898747           -0.040050
 47.420000            0.014217           -1.950706           -0.041137
 47.430000            0.013438           -2.007070           -0.042316
 47.440000            0.012643           -2.068035           -0.043593
 47.450000            0.011836           -2.134061           -0.044975
 47.460000            0.011022           -2.205291           -0.046466
 47.470000            0.010207           -2.282060           -0.048074
 47.480000            0.009400           -2.364482           -0.049800
 47.490000            0.008608           -2.452497           -0.051642
 47.500000            0.007841           -2.545763           -0.053595
 47.510000            0.007114           -2.643138           -0.055633
 47.520000            0.006445           -2.741916           -0.057700
 47.530000            0.005852           -2.838417           -0.059718
 47.540000            0.005363           -2.925630           -0.061540
 47.550000            0.005007           -2.994372           -0.062973
 47.560000            0.004807           -3.035089           -0.063816
 47.570000            0.004777           -3.041264           -0.063932
 47.580000            0.004911           -3.013704           -0.063340
 47.590000            0.005187           -2.959108           -0.062179
 47.600000            0.005571           -2.887563           -0.060663
 47.610000            0.006034           -2.807774           -0.058974
 47.620000            0.006547           -2.726167           -0.057248
 47.630000            0.007086           -2.647001           -0.055574
 47.640000            0.007637           -2.572182           -0.053992
 47.650000            0.008186           -2.502686           -0.052522
 47.660000            0.008724           -2.439046           -0.051176
 47.670000            0.009243           -2.381273           -0.049953
 47.680000            0.009736           -2.329322           -0.048853
 47.690000            0.010202           -2.282618           -0.047864
 47.700000            0.010632           -2.241274           -0.046987
 47.710000            0.011026           -2.204870           -0.046214
 47.720000            0.011381           -2.173188           -0.045540
 47.730000            0.011696           -2.145933           -0.044960
 47.740000            0.011968           -2.122925           -0.044468
 47.750000            0.012195           -2.104108           -0.044065
 47.760000            0.012377           -2.089302           -0.043746
 47.770000            0.012514           -2.078360           -0.043508
 47.780000            0.012604           -2.071182           -0.043348
 47.790000            0.012649           -2.067630           -0.043265
 47.800000            0.012645           -2.067918           -0.043262
 47.810000            0.012597           -2.071735           -0.043333
 47.820000            0.012502           -2.079289           -0.043482
 47.830000            0.012363           -2.090502           -0.043707
 47.840000            0.012180           -2.105414           -0.044009
 47.850000            0.011952           -2.124267           -0.044394
 47.860000            0.011685           -2.146845           -0.044857
 47.870000            0.011377           -2.173541           -0.045405
 47.880000            0.011032           -2.204378           -0.046040
 47.890000            0.010651           -2.239479           -0.046763
 47.900000            0.010237           -2.279162           -0.047582
 47.910000            0.009792           -2.323586           -0.048499
 47.920000            0.009319           -2.373069           -0.049521
 47.930000            0.008823           -2.427780           -0.050653
 47.940000            0.008307           -2.488049           -0.051899
 47.950000            0.007778           -2.553855           -0.053261
 47.960000            0.007240           -2.625561           -0.054745
 47.970000            0.006700           -2.703063           -0.056349
 47.980000            0.006169           -2.785564           -0.058057
 47.990000            0.005658           -2.872055           -0.059847
 48.000000            0.005181           -2.960192           -0.061671
 48.010000            0.004758           -3.045337           -0.063431
 48.020000            0.004412           -3.120852           -0.064991
 48.030000            0.004168           -3.177850           -0.066164
 48.040000            0.004047           -3.207240           -0.066762
 48.050000            0.004064           -3.203050           -0.066661
 48.060000            0.004215           -3.166405           -0.065884
 48.070000            0.004489           -3.103535           -0.064563
 48.080000            0.004859           -3.024421           -0.062904
 48.090000            0.005298           -2.937872           -0.061091
 48.100000            0.005787           -2.849518           -0.059242
 48.110000            0.006309           -2.763269           -0.057436
 48.120000            0.006847           -2.681318           -0.055721
 48.130000            0.007392           -2.604759           -0.054119
 48.140000            0.007935           -2.533867           -0.052635
 48.150000            0.008469           -2.468723           -0.051272
 48.160000            0.008987           -2.409354           -0.050028
 48.170000            0.009488           -2.355112           -0.048892
 48.180000            0.009964           -2.306191           -0.047866
 48.190000            0.010414           -2.262042           -0.046940
 48.200000            0.010833           -2.222536           -0.046111
 48.210000            0.011221           -2.187368           -0.045372
 48.220000            0.011573           -2.156520           -0.044723
 48.230000            0.011888           -2.129638           -0.044156
 48.240000            0.012164           -2.106677           -0.043671
 48.250000            0.012401           -2.087429           -0.043263
 48.260000            0.012595           -2.071848           -0.042931
 48.270000            0.012748           -2.059794           -0.042672
 48.280000            0.012858           -2.051225           -0.042486
 48.290000            0.012922           -2.046208           -0.042373
 48.300000            0.012942           -2.044692           -0.042333
 48.310000            0.012919           -2.046505           -0.042362
 48.320000            0.012850           -2.051810           -0.042463
 48.330000            0.012737           -2.060659           -0.042637
 48.340000            0.012580           -2.073054           -0.042885
 48.350000            0.012379           -2.089184           -0.043210
 48.360000            0.012137           -2.108948           -0.043609
 48.370000            0.011851           -2.132727           -0.044092
 48.380000            0.011527           -2.160487           -0.044657
 48.390000            0.011164           -2.192462           -0.045308
 48.400000            0.010765           -2.228840           -0.046050
 48.410000            0.010333           -2.269848           -0.046888
 48.420000            0.009869           -2.315788           -0.047827
 48.430000            0.009378           -2.366795           -0.048870
 48.440000            0.008864           -2.423168           -0.050024
 48.450000            0.008330           -2.485324           -0.051297
 48.460000            0.007784           -2.553066           -0.052684
 48.470000            0.007235           -2.626230           -0.054183
 48.480000            0.006689           -2.704638           -0.055789
 48.490000            0.006163           -2.786584           -0.057467
 48.500000            0.005672           -2.869686           -0.059169
 48.510000            0.005237           -2.949493           -0.060802
 48.520000            0.004885           -3.018920           -0.062220
 48.530000            0.004647           -3.068888           -0.063237
 48.540000            0.004546           -3.090880           -0.063677
 48.550000            0.004601           -3.078907           -0.063417
 48.560000            0.004811           -3.034255           -0.062485
 48.570000            0.005159           -2.964445           -0.061034
 48.580000            0.005620           -2.878852           -0.059260
 48.590000            0.006169           -2.785563           -0.057328
 48.600000            0.006783           -2.690774           -0.055366
 48.610000            0.007440           -2.598239           -0.053451
 48.620000            0.008128           -2.509814           -0.051621
 48.630000            0.008834           -2.426576           -0.049899
 48.640000            0.009549           -2.348748           -0.048288
 48.650000            0.010264           -2.276480           -0.046793
 48.660000            0.010975           -2.209550           -0.045408
 48.670000            0.011675           -2.147717           -0.044128
 48.680000            0.012361           -2.090621           -0.042946
 48.690000            0.013027           -2.038134           -0.041859
 48.700000            0.013671           -1.989894           -0.040860
 48.710000            0.014289           -1.945697           -0.039945
 48.720000            0.014877           -1.905329           -0.039108
 48.730000            0.015435           -1.868544           -0.038345
 48.740000            0.015960           -1.835079           -0.037650
 48.750000            0.016447           -1.805016           -0.037026
 48.760000            0.016898           -1.777985           -0.036464
 48.770000            0.017309           -1.753954           -0.035964
 48.780000            0.017678           -1.732854           -0.035524
 48.790000            0.018005           -1.714534           -0.035141
 48.800000            0.018288           -1.698946           -0.034814
 48.810000            0.018526           -1.685980           -0.034542
 48.820000            0.018719           -1.675654           -0.034323
 48.830000            0.018866           -1.667834           -0.034156
 48.840000            0.018964           -1.662621           -0.034042
 48.850000            0.019015           -1.659927           -0.033980
 48.860000            0.019019           -1.659729           -0.033969
 48.870000            0.018975           -1.662028           -0.034009
 48.880000            0.018885           -1.666788           -0.034100
 48.890000            0.018748           -1.674096           -0.034242
 48.900000            0.018563           -1.684007           -0.034438
 48.910000            0.018333           -1.696486           -0.034686
 48.920000            0.018058           -1.711565           -0.034987
 48.930000            0.017739           -1.729428           -0.035345
 48.940000            0.017377           -1.750037           -0.035759
 48.950000            0.016974           -1.773487           -0.036231
 48.960000            0.016531           -1.799961           -0.036764
 48.970000            0.016049           -1.829496           -0.037360
 48.980000            0.015533           -1.862217           -0.038020
 48.990000            0.014981           -1.898363           -0.038750
 49.000000            0.014399           -1.938006           -0.039551
 49.010000            0.013787           -1.981457           -0.040430
 49.020000            0.013148           -2.028887           -0.041389
 49.030000            0.012487           -2.080499           -0.042433
 49.040000            0.011805           -2.136650           -0.043570
 49.050000            0.011107           -2.197571           -0.044803
 49.060000            0.010397           -2.263613           -0.046140
 49.070000            0.009682           -2.334860           -0.047582
 49.080000            0.008966           -2.411694           -0.049138
 49.090000            0.008257           -2.494119           -0.050807
 49.100000            0.007562           -2.581981           -0.052586
 49.110000            0.006895           -2.674303           -0.054455
 49.120000            0.006270           -2.769465           -0.056382
 49.130000            0.005703           -2.864145           -0.058297
 49.140000            0.005220           -2.952638           -0.060086
 49.150000            0.004846           -3.027067           -0.061588
 49.160000            0.004608           -3.077320           -0.062598
 49.170000            0.004525           -3.095454           -0.062954
 49.180000            0.004604           -3.078337           -0.062593
 49.190000            0.004828           -3.030816           -0.061614
 49.200000            0.005173           -2.961723           -0.060198
 49.210000            0.005609           -2.880853           -0.058542
 49.220000            0.006108           -2.795652           -0.056799
 49.230000            0.006648           -2.710848           -0.055065
 49.240000            0.007211           -2.629540           -0.053403
 49.250000            0.007783           -2.553183           -0.051841
 49.260000            0.008356           -2.482240           -0.050391
 49.270000            0.008918           -2.417064           -0.049058
 49.280000            0.009467           -2.357404           -0.047837
 49.290000            0.009995           -2.303107           -0.046726
 49.300000            0.010498           -2.253941           -0.045719
 49.310000            0.010974           -2.209659           -0.044812
 49.320000            0.011418           -2.169986           -0.043998
 49.330000            0.011831           -2.134432           -0.043268
 49.340000            0.012207           -2.103141           -0.042625
 49.350000            0.012548           -2.075637           -0.042060
 49.360000            0.012850           -2.051835           -0.041569
 49.370000            0.013113           -2.031599           -0.041150
 49.380000            0.013335           -2.014770           -0.040801
 49.390000            0.013516           -2.001329           -0.040521
 49.400000            0.013656           -1.990962           -0.040303
 49.410000            0.013753           -1.983877           -0.040151
 49.420000            0.013810           -1.979794           -0.040061
 49.430000            0.013823           -1.978836           -0.040033
 49.440000            0.013795           -1.980854           -0.040066
 49.450000            0.013726           -1.985872           -0.040159
 49.460000            0.013617           -1.993866           -0.040313
 49.470000            0.013466           -2.004993           -0.040529
 49.480000            0.013276           -2.019193           -0.040808
 49.490000            0.013049           -2.036452           -0.041149
 49.500000            0.012786           -2.056853           -0.041553
 49.510000            0.012486           -2.080564           -0.042023
 49.520000            0.012152           -2.107670           -0.042562
 49.530000            0.011786           -2.138224           -0.043170
 49.540000            0.011390           -2.172457           -0.043853
 49.550000            0.010965           -2.210476           -0.044611
 49.560000            0.010515           -2.252414           -0.045448
 49.570000            0.010041           -2.298540           -0.046370
 49.580000            0.009545           -2.349115           -0.047380
 49.590000            0.009032           -2.404405           -0.048486
